"FILE_PATH"	"GEO_ID"	"NOMBRE_DEL_PROYECTO"	"RESUMEN_DEL_PROYECTO"	"PMID"	"FECHA_DE_PUBLICACION"	"ORGANISMO"	"BIOPROJECT_ID"	"SRA_ID"	"SERIES_TYPE"	"SAMPLE_TYPE"	"SAMPLE_DESCRIPTION"
"data/GSE14nnn/GSE14954/matrix/metadata.txt.gz"	"GSE14954"	"A_saturated_fatty_acid_rich_diet_can_induce_an_'obese-like'_gene_expression_profile_in_adipose_tissue"	"We_investigated_the_effect_of_a_saturated_(SFA)_and_a_monounsaturated_(MUFA)_rich_diet_on_insulin_sensitivity_and_adipose_tissue_gene_expression_profiles_of_subjects_at_risk_for_metabolic_syndrome._A_controlled-feeding_trial_was_performed_with_20_moderately_overweight_subjects._Subjects_received_a_SFA-rich_or_a_MUFA-rich_diet_for_8_weeks._Subcutaneous_adipose_tissue_samples_were_obtained_and_insulin_sensitivity_was_measured._Whole_genome_micro-array_analysis_was_performed_on_the_adipose_tissue_samples._Consumption_of_a_SFA-rich_diet_resulted_in_a_pro-inflammatory_'obese-like'_gene_expression_profile_while_consumption_of_a_MUFA-rich_diet_caused_a_more_anti-inflammatory_profile._This_suggests_that_replacement_of_dietary_SFA_by_MUFA_could_prevent_adipose_tissue_inflammation_and_may_reduce_the_risk_for_inflammation_related_diseases_such_as_the_metabolic_syndrome."	"19828712"	"Public_on_Feb_14_2010"	"Homo_sapiens"	"PRJNA111821"	NA	"Expression_profiling_by_array"	"RNA"	"n/a"
"data/GSE15nnn/GSE15812/matrix/metadata.txt.gz"	"GSE15812"	"Gene_expression_changes_in_PBMCs_from_metabolic_syndrome_patients_after_acute_intake_of_phenol-rich_virgin_olive_oil"	"Some_studies_have_shown_that_acute_intake_of_high-phenol_virgin_olive_oil_reduces_pro-inflammatory,_pro-oxidant_and_pro-thrombotic_states,_but_nowadays_still_remains_unclear_if_those_effects_attributed_to_its_phenolic_fraction_could_be_exerted_at_transcriptional_level_in_vivo._Two_virgin_olive_oil-based_breakfasts_with_high_(398_ppm)_and_low_(70_ppm)_content_of_phenolic_compounds_were_administered_to_twenty_patients_(9_men_and_11_women)_with_metabolic_syndrome_following_a_double-blinded_random_crossover_design._Prior_to_the_first_breakfast_intervention,_participants_followed_a_6-week_washout_period_in_which_they_were_instructed_to_not_take_vitamins,_soy_supplements,_or_any_drug._To_eliminate_the_potential_effect_that_might_exist_in_their_usual_dietary_habits,_all_subjects_followed_a_low-fat,_carbohydrate_rich_(CHO)_diet_during_this_period_and_untill_the_end_of_the_study._In_the_24_h_before_each_breakfast_intervention,_participants_were_instructed_to_avoid_consuming_phenol-rich_foods_such_as_fruit_or_juices,_wine,_grape_juice,_chocolate,_coffee,_tea,_olive_oil,_or_soya,_and_to_refrain_from_intense_physical_exercise_during_that_period._After_a_12_h_fasting_and_following_a_randomized_sequential_crossover_design_with_one-week_washout_period,_participants_reported_to_the_hospital_and_received_two_fat_meals_consisting_of_60_g_of_white_bread,_40_mL_of_VOO_(CANOLIVA®,_Antonio_Cano_e_Hijos™,_Córdoba,_Spain)_with_high_(398_ppm)_or_low_(70_ppm)_content_in_phenolic_compounds,_and_60,000_IU_of_vitamin_A_per_m2_of_body_surface._Olive_oil_with_low_content_in_phenolic_compounds_was_obtained_as_a_result_of_extraction_by_physical_procedures_of_most_of_the_phenolic_compounds_in_the_high-phenol_olive_oil,_so_that_both_oils_kept_a_similar_composition_of_the_remaining_macro-_and_micronutrients._Throughout_the_4-h_duration_of_the_study,_the_subjects_performed_no_physical_activity,_nor_did_they_consume_anything_but_water._Gene_expression_was_performed_on_peripheral_blood_mononuclear_cells_(PBMCs)_at_postprandial_period_(4_hours_after_breakfast)_by_microarray_analysis_and_verified_by_qRT-PCR."	"20406432"	"Public_on_Apr_20_2010"	"Homo_sapiens,!Sample_organism_ch2"	"PRJNA116727"	NA	"Expression_profiling_by_array"	"RNA"	"Sub#1_rep_1_direct.txt"
"data/GSE15nnn/GSE15940/matrix/metadata.txt.gz"	"GSE15940"	"Sex-Dependent_Programming_of_Glucose_and_Fatty_Acid_Metabolism_in_Mouse_Offspring_by_Maternal_Protein_Restriction_"	",Analysis_of_glucose_and_Lipid_metabolism_in_male_and_female_offspring_after_protein_restriction_of_the_mother,Male_offspring_showed_features_of_metabolic_syndrome_after_receiving_a_high_fat_diet,_regardless_of_the_diet_of_the_dam._Glucose_and_lipid_metabolism_in_male_offspring_was_unaltered._Insulin_sensitivity_and_hepatic_fatty_acid_storage_in_female_offspring_of_low-protein-fed_dams_changed_in_such_a_way_that_it_resembled_the_male_pattern_of_insulin_sensitivity_and_hepatic_fatty_acid_storage._Microarray_analysis_on_hepatic_gene_expression_patterns_confirmed_these_findings._We_therefore_conclude_that_in_mice,_maternal_protein_restriction_does_not_change_the_response_of_glucose_and_fatty_acid_metabolism_to_a_high_fat_diet_in_male_offspring,_but_does_program_metabolism_in_female_offspring_in_such_a_way_that_it_resembles_male_metabolism._Our_findings_might_have_implications_for_potential_future_gender-specific_treatment_of_the_features_of_metabolic_diseases."	"22361840"	"Public_on_Feb_08_2012"	"Mus_musculus,!Sample_organism_ch1"	"PRJNA116989"	NA	"Expression_profiling_by_array"	"RNA"	"Biological_replicate_1"
"data/GSE16nnn/GSE16750/matrix/metadata.txt.gz"	"GSE16750"	"Aortic_gene_expression_profile_of_rats_exposed_in_utero_to_maternal_diabetes"	"Epidemiologic_studies_have_clearly_identified_modifications_of_fetal_environment_as_a_risk_factor_for_the_development_of_cardiovascular_diseases_and_of_metabolic_syndrome_in_adulthood._In_our_experimental_model,_rats_exposed_to_maternal_diabetes_develop_a_volume-dependent_hypertension_as_early_as_6_month_of_age._In_order_to_determine_if_the_development_of_hypertension_results_from_an_abnormal_vascular_fetal_programming,_gene_expression_profile_of_thoracic_aorta_were_studied_in_adult_rats_exposed_in_utero_to_maternal_hyperglycemia."	"20622163"	"Public_on_Feb_01_2010"	"Rattus_norvegicus,!Sample_organism_ch2"	"PRJNA117453"	NA	"Expression_profiling_by_array"	"RNA"	"197-cy3_vs_191-cy5,Date:2005/10/03"
"data/GSE17nnn/GSE17190/matrix/metadata.txt.gz"	"GSE17190"	"Skeletal_muscle_characteristics_of_inherited_low_and_high_aerobic_exercise_capacity"	"Epidemiological_studies_reveal_a_strong_link_between_low_aerobic_capacity_and_metabolic_and_cardiovascular_diseases._Two-way_artificial_selection_of_rats_based_on_low_and_high_intrinsic_exercise_capacity_has_produced_two_strains_that_also_differ_in_risk_for_metabolic_syndrome_(Koch_LG,_Britton_SL._Artificial_selection_for_intrinsic_aerobic_endurance_running_capacity_in_rats._Physiol_Genomics_5:45-52,_2001)._Here_we_investigated_skeletal_muscle_characteristics_and_genotype-phenotype_relationships_behind_high_and_low_inherited_aerobic_exercise_capacity_and_the_link_between_oxygen_metabolism_and_metabolic_disease_risk_factors_in_rats_derived_from_generation_18._This_population_(n=24)_of_high_capacity_runners_(HCR)_and_low_capacity_runners_(LCR)_differed_by_615%_in_maximal_treadmill_running_capacity._LCR_were_significantly_significantly_heavier_and_had_increased_blood_glucose,_serum_insulin_and_triglyceride_concentration._HCR_had_higher_resting_metabolic_rate_than_LCR._Capillaries/mm2_and_capillary-to-fiber_ratio_were_significantly_greater_in_HCR_rats_in_soleus_and_gastrocnemius_and_capillary-to-fiber_ratio_in_extensor_digitorum_longus_(EDL)_muscle._Subsarcolemmal_mitochondrial_area_was_96%_(p<0.01)_and_intermyofibrillar_area_was_32%_(p<0.05)_larger_in_HCR_soleus._Microarray_results_showed_that_126_genes_were_significantly_up-regulated_and_113_genes_were_down-regulated_in_HCR_(p<0.05)._Functional_clustering_and_unbiased_correlation_analysis_of_muscle_microarray_data_revealed_that_genes_up-regulated_in_HCR_were_related_to_mitochondria,__carboxylic_acid_and_lipid_metabolism,_and_oxidoreductase_activity._In_conclusion,_our_data_show_that_aerobic_capacity_is_strongly_linked_to_the_architecture_of_energy_transfer_and_corroborate_the_importance_of_oxygen_metabolism_as_the_determinant_of_metabolic_health_and_complex_metabolic_diseases_such_as_metabolic_syndrome_and_type_2_diabetes."	"20643908"	"Public_on_Apr_01_2010"	"Rattus_norvegicus"	"PRJNA119691"	NA	"Expression_profiling_by_array"	"RNA"	"RAT_1,replicate_1"
"data/GSE17nnn/GSE17576/matrix/metadata.txt.gz"	"GSE17576"	"A_high_fat_diet_causes_obesity_and_insulin_resistance_in_mice,_but_induces_small_changes_in_the_muscle_transcriptome"	",An_8-week_high_fat_palm_oil_diet_causes_obesity_and_insulin_resistance_in_C57BL/6J_mice,_but_induces_only_small_changes_in_the_muscle_transcriptome.,Conclusion:_Eight_weeks_of_aging_induce_more_pronounced_changes_in_the_muscle_transcriptome_than_an_HFD.__Since_only_one_strategy_revealed_the_transcriptional_down-regulation_of_the_MAPK_cascade,_whereas_both_strategies_showed_the_up-regulation_of_FA_oxidation_we_suggest_the_use_of_complementary_analysis_strategies_by_the_genome-wide_search_of_gene_expression_changes_induced_by_mild_interventions,_such_as_an_HFD.,Introduction:_The_metabolic_syndrome_(MS)_is_a_cluster_of_metabolic_abnormalities_linked_to_an_increased_risk_of_type_2_diabetes_and_cardiovascular_diseases._Two_major_characteristics_of_the_MS_are_obesity_and_insulin_resistance._In_the_present_study_we_investigated_the_effect_of_obesity_and_insulin_resistance_on_the_mouse_muscle_transcriptome.,Keywords:_diet_intervention_and_time_course,Methods:_C57BL/6J_mice_were_fed_a_palm_oil-based_low_fat_diet_(LFD)_or_high_fat_diet_(HFD)_for_eight_weeks._Microarray_analysis_was_performed_by_using_two_complementary_strategies:_(1)_8-week_HFD_transcriptome_versus_8-week_LFD_transcriptome_and_(2)_transcriptome_of_mice_sacrificed_at_the_start_of_the_intervention_versus_8-week_LFD_transcriptome_and_8-week_HFD_transcriptome,_respectively.,Results:_HFD_mice_develop_obesity_and_whole-body_insulin_resistance._Despite_these_metabolic_disturbances_we_found_that_HFD_induces_relatively_small_changes_in_gene_expression_(<_1.3_fold)._Only_the_up-regulation_of_FA_oxidation_and_the_down-regulation_of_the_MAPK_cascade_were_specific_for_the_HFD_intervention._Eight-weeks_of_aging_induced_more_changed_gene_expression_levels_than_the_HFD,_including_genes_involved_in_cell-cell_interaction_and_development."	"20588053"	"Public_on_Aug_10_2010"	"Mus_musculus"	"PRJNA118525"	NA	"Expression_profiling_by_array"	"RNA"	"Before_the_diet_intervention_mice_(age:_9_weeks)_were_switched_to_the_LF_run-in_diet_for_3_weeks"
"data/GSE17nnn/GSE17941/matrix/metadata.txt.gz"	"GSE17941"	"A_Transcriptional_Signature_and_Common_Gene_Networks_Link_Cancer_with_Metabolic_Syndrome_and_Auto-immune_Diseases"	"Epidemiological_studies_have_revealed_concurrence_of_specific_cancers_with_other_disease_states_such_as_metabolic_syndrome,_inflammatory_disease_and_autoimmune_disease._Patients_with_these_chronic_conditions_have_a_higher_incidence_of_various_cancers,_more_aggressive_tumors,_and_a_higher_mortality_rate._It_has_been_proposed_that_obesity,_inflammation_and_chronic_disease_should_be_correlated_with_cancer_at_the_molecular_level,_but_common_gene_signatures_or_networks_have_yet_to_be_described._Here,_we_identify_genes_regulated_during_the_process_of_cellular_transformation_in_both_a_breast_epithelial_cell_line_and_a_set_of_isogenic_fibroblastic_cell_lines.,The_resulting_gene_signature_strongly_mimics_those_of_many_different_cancer_types,_thereby_validating_these_experimental_systems_as_models_of_oncogenesis._Furthermore,_it_uncovers_transcriptional_factors_and_common_gene_regulatory_networks_linking_cancer_with_other_disease_states_such_as_atheroscelorsis,_type_II_diabetes,_obesity,_lupus,_and_cardiomyopathy._We_suggest_that_this_common_transcriptional_program_can_contribute_to_the_concurrence_of_different_diseases,_and_that_the_interplay_between_this_program_and_cell-type_specific_factors_can_give_rise_to_a_variety_of_human_diseases."	"20385360"	"Public_on_Apr_19_2010"	"Homo_sapiens"	"PRJNA119851"	NA	"Expression_profiling_by_array"	"RNA"	"Gene_expression_From_Untreated_MCF10A_ER-Src_Cells"
"data/GSE18nnn/GSE18022/matrix/metadata.txt.gz"	"GSE18022"	"SOS1_is_a_candidate_gene_for_idiopathic_hirsutis"	"Background:_Idiopathic_Hirsutism_(IH),_defined_as_the_presence_of_terminal_hairs_in_females_in_a_male-like_pattern,_affecting_about_5%_-15%_of_women,_may_result_from_the_interaction_between_the_androgen_level_and_the_sensitivity_of_the_hair_follicle_to_the_androgen._The_pathophysiology_of_IH_is_presumed_to_be_linked_to_increased_SRD5A_activity,_probably_both_isoenzyme_types_(SRD5A1_and_SRD5A2)_and_generally_related_to_an_alteration_in_androgen_receptor_(AR)_function.__IH_is_often_associated_to_metabolic_syndrome,_visceral_obesity,_dyslipidemia,_insulin_resistance,_and_hypertension.Methodology/Principal_Findings:_With_the_aim_of_identifying_genes_involved_in_the_pathogenesis_of_this_disorder,_we_investigated_the_expression_profile_of_190_genes_involved_in_the_androgen_biosynthesis_and_metabolism,_and_other_genes_coding_for_products_active_in_the_insulin_pathway_in_skin_genital_fibroblasts._For_this_purpose_we_selected_from_a_cohort_of_240_women_affected_with_androgen_excess_syndrome_a_group_of_52_idiopathic_hirsute_patients_(22%)_and_we_selected_8_of_them_with_the_higher_grade_of_hirsutism_(Ferriman_&_Gallway_score_>20)_for_the_genetic_studies__comparing_the_data_with_4_healthy_women_used_as_controls._The_array_gene_signature_in_the_IH_patients_identified_4_differentially_expressed_genes,_2_up-regulated_and_2_down-regulated_(FC≥±_1.5)._Differentially_expressed_genes_included_products_involved_in_insulin_signalling_while_no_androgens_related_genes_were_found_altered_in_expression_levels._We_found_that_one_of_the_over_expressed_transcript_codes_for_the_SOS1_gene_product,_which_is_overproduced_in_IH_patients_compared_to_controls._We_did_not_identified_any_genomic_variants_or_SNPs_in_the_SOS1_promoter_region_and/or_witin_the_3’UTR_with_documented_functional_effects_on_SOS1_gene_expression,_although__some_variants_in_the_3’UTR_seems_to_be_potentially_active_in_modulating_the_binding_of_transcription_factors.,Conclusions/Significance:_In_the_cohort_of_women_with_androgen_excess_syndrome_studied_the_22%_had_neither_hyperandrogenemia_nor_biochemical_sign_of_hyperinsulinemia._We_were_able_to_demonstrate_that__SOS1_mRNA_is_over-expressed_resulting_in_over_production_of_SOS1_protein_in_IH_patients._This_suggests_that_an_increase_of_SOS1_protein_production_could_reflect_a_situation_with_an_increased_SOS1_activity_function_in_hirsute_patients._These_findings_propose_a_role_for_SOS1,_in_cooperation_with_other_insulin_pathway_genes,_in_the_pathogenesis_of_IH.,Expression_profiling_of_androgen_and_insulin_pathway_regulating_genes_unveils_SOS_1_as_candidate_gene_for_idiopathic_hirsutism"	NA	"Public_on_Apr_15_2010"	"Homo_sapiens,!Sample_organism_ch2"	"PRJNA119257"	NA	"Expression_profiling_by_array"	"RNA"	"n/a"
"data/GSE18nnn/GSE18566/matrix/metadata.txt.gz"	"GSE18566"	"Gene_expression_analysis_of_diet_induced_obesity_model_zebrafish"	"As_microarray_based_gene_expression_profiling_is_well_suited_to_study_the_complex_diseases_such_as_obesity,_we_revealed_gene_expression_changes_of_fat_tissues_on_obesity_model_zebrafish_to_elcidate_the_pathophysiological_function_of_each_fat_tissue_in_metabolic_syndrome."	"20961460"	"Public_on_Oct_12_2010"	"Danio_rerio"	"PRJNA121387"	NA	"Expression_profiling_by_array"	"RNA"	"Gene_expression_after_1_week_over_feeding_in_zebrafish"
"data/GSE18nnn/GSE18581/matrix/metadata.txt.gz"	"GSE18581"	"Supplementary_dietary_calcium_stimulates_faecal_fat_and_bile_acid_excretion,_but_does_not_protect_against_obesity_and_insulin_resistance_in_C57BL/6J_mice"	",Keywords:_Diet_intervention_study,There_is_increased_interest_in_the_potential_protective_role_of_dietary_Ca_in_the_development_of_metabolic_disorders_related_to_the_metabolic_syndrome._Ca-induced_intestinal_precipitation_of_fatty_acids_and_bile_acids_as_well_as_systemic_metabolic_effects_of_Ca_on_adipose_tissue_is_proposed_to_play_a_causal_role._In_this_experiment,_we_have_studied_all_these_aspects_to_validate_the_suggested_protective_effect_of_Ca_supplementation,_independent_of_other_dietary_changes,_on_the_development_of_diet-induced_obesity_and_insulin_resistance._In_our_diet_intervention_study,_C57BL/6J_mice_were_fed_high-fat_diets_differing_in_Ca_concentrations_(50_v._150_mmol/kg)._Faecal_excretion_analyses_showed_an_elevated_precipitation_of_intestinal_fatty_acids_(2·3-fold;_P_<_0·01)_and_bile_acids_(2-fold;_P_<_0·01)_on_the_high-Ca_diet._However,_this_only_led_to_a_slight_reduction_in_fat_absorption_(from_98_to_95_%;_P_<_0·01),_mainly_in_the_distal_small_intestine_as_indicated_by_gene_expression_changes._We_found_no_effect_on_body-weight_gain._Lipolysis_and_lipogenesis-related_parameters_in_adipose_tissue_also_showed_no_significant_changes_on_the_high-Ca_diet,_indicating_no_systemic_effects_of_dietary_Ca_on_adiposity._Furthermore,_early_gene_expression_changes_of_intestinal_signaling_molecules_predicted_no_protective_effect_of_dietary_Ca_on_the_development_of_insulin_resistance,_which_was_confirmed_by_equal_values_for_insulin_sensitivity_on_both_diets._Taken_together,_our_data_do_not_support_the_proposed_protective_effect_of_dietary_Ca_on_the_development_of_obesity_and/or_insulin_resistance,_despite_a_significant_increase_in_fecal_excretion_of_fatty_acids_and_bile_acids."	"21205428"	"Public_on_Mar_03_2011"	"Mus_musculus"	"PRJNA120291"	NA	"Expression_profiling_by_array"	"RNA"	",Pooled_total_RNA_sample_of_6_mice."
"data/GSE18nnn/GSE18586/matrix/metadata.txt.gz"	"GSE18586"	"Saturated_fat_stimulates_obesity_and_hepatic_steatosis_and_affects_gut_microbiota_composition_by_an_enhanced_overflow_of_dietary_fat_to_the_distal_intestine"	",Keywords:_Diet_intervention_study,We_studied_the_effect_of_dietary_fat_type,_varying_in_polyunsaturated/saturated_fatty_acid_ratio's_(P/S)_on_development_of_metabolic_syndrome._C57Bl/6J_mice_were_fed_purified_high-fat_diets_(45E%_fat)_containing_palm_oil_(HF-PO;_P/S_0.4),_olive_oil_(HF-OO;_P/S_1.1)_or_safflower_oil_(HF-SO;_P/S_7.8)_for_8_weeks._A_low-fat_palm_oil_diet_(LF-PO;_10E%_fat)_was_used_as_a_reference._Additionally,_we_analyzed_diet-induced_changes_in_gut_microbiota_composition_and_mucosal_gene_expression._The_HF-PO_diet_induced_a_higher_body_weight_gain_and_liver_triglyceride_content_compared_to_the_HF-OO,_HF-SO_or_LF-PO_diet._In_the_intestine,_the_HF-PO_diet_reduced_microbial_diversity_and_increased_the_Firmicutes/Bacteroidetes_ratio._Although_this_fits_a_typical_obesity_profile,_our_data_clearly_indicate_that_an_overflow_of_the_HF-PO_diet_to_the_distal_intestine,_rather_than_obesity_itself,_is_the_main_trigger_for_these_gut_microbiota_changes._A_HF-PO_diet-induced_elevation_of_lipid_metabolism-related_genes_in_the_distal_small_intestine_confirmed_the_overflow_of_palm_oil_to_the_distal_intestine._Some_of_these_lipid_metabolism-related_genes_were_previously_already_associated_with_the_metabolic_syndrome._In_conclusion,_our_data_indicate_that_saturated_fat_(HF-PO)_has_a_more_stimulatory_effect_on_weight_gain_and_hepatic_lipid_accumulation_than_unsaturated_fat_(HF-OO_and_HF-SO)._The_overflow_of_fat_to_the_distal_intestine_on_the_HF-PO_diet_induced_changes_in_gut_microbiota_composition_and_mucosal_gene_expression._We_speculate_that_both_are_directly_or_indirectly_contributive_to_the_saturated_fat-induced_development_of_obesity_and_hepatic_steatosis._"	"22700822"	"Public_on_Jun_18_2012"	"Mus_musculus"	"PRJNA120299"	NA	"Expression_profiling_by_array"	"RNA"	"Pooled_total_RNA_sample_of_6_mice.,SI1_wk2_HF-PO"
"data/GSE19nnn/GSE19292/matrix/metadata.txt.gz"	"GSE19292"	"Thiamine_supplementation_prevents_obesity_and_obesity-associated_metabolic_disorders_in_OLETF_rats."	"Thiamine_prevents_diabetic_complications,_and_its_deficiency,_resulting_from_mutation_of_thiamine_transporter_gene_SLC19A2_has_been_linked_to_diabetes_mellitus._We_previously_found_that_thiamine_mitigates_metabolic_disorders_in_spontaneous_hypertensive_rats,_harboring_defects_in_glucose_and_fatty_acid_metabolism._The_current_study_extends_our_hypothesis_that_that_thiamine_intervention_may_impact_metabolic_abnormalities_in_polyphagia-induced_Otsuka_Long-Evans_Tokushima_Fatty_(OLETF)_rats_that_lack_functional_cholecystokinin_A_receptors._Male_OLETF_rats_exhibit_progressive_obesity_and_metabolic_disorders_similar_to_human_metabolic_syndrome._Male_OLETF_rats_(4-week-old)_were_given_free_access_to_water_containing_either_0.2_%_or_0_%_of_thiamine_for_51_weeks._At_the_end_of_treatment,_blood_parameters_and_cardiac_functions_were_analyzed._After_sacrifice,_the_organs_were_removed_and_weights_of_organs_and_histological_findings_were_evaluated._In_addition,_differential_gene_expression_in_the_liver_was_analyzed._Thiamine_intervention_averted_obesity,_mainly_resulting_from_reduction_of_visceral_adiposity,_and_prevented_metabolic_disorders_in_OLETF_rats._Histological_evaluation_revealed_that_thiamine_alleviated_adipocyte_hypertrophy,_steatosis_in_the_liver,_heart,_and_skeletal_muscle,_interstitial_fibrosis_in_the_heart_and_kidney,_fatty_degeneration_in_the_pancreas,_thickening_of_the_basement_membrane_of_vasculature,_and_glomerulopathy_and_mononuclear_cell_infiltration_in_the_kidney._Cardiac_and_renal_functions_were_preserved_in_thiamine_treatment._Seventy-six_genes_showed_at_least_two-fold_difference_in_hepatic_expression_with_thiamine_treatment._Several_of_them_participated_in_carbohydrate_metabolism_(Hk1,_Pygb,_Slc2a8,_Rtn4,_Rhbdl1,_and_Tspan8),_lipid_metabolism_(Pla2g15,_Por,_and_Lmf1),_vascular_physiology_(S1pr1,_Epha8,_Rtn4,_Slc7a13,_Cdh15,_Itga9,_Cd151,_Cd40lg,_Nid1_and_Lamb1),_and_carcinogenesis_(Lmo7,_Fgfr3,_and_Dmbt1)._Modification_of_transcript_expression_well_accorded_with_the_findings_of_blood_parameters_and_organ_morphologies._Thiamine_prevented_polyphagia-induced_obesity_and_metabolic_and_functional_disorders_in_OLETF_rats."	NA	"Public_on_Dec_07_2009"	"Rattus_norvegicus"	"PRJNA120871"	NA	"Expression_profiling_by_array"	"RNA"	"We_followed_manufacturer's_protocol."
"data/GSE1nnn/GSE1295/matrix/metadata.txt.gz"	"GSE1295"	"STRRIDE_Study"	"Keywords:_other,STRRIDE_is_an_exercise_intervention_study_of_different_doses_and_intensities_in_overweight_women_and_men_with_the_metabolic_syndrome._We_profiled_biopsies_from_3_female_and_3_male_STRRIDE_subjects_in_the_“high”_exercise_group_(2,200_kCal/wk)._Muscle_biopsies_were_profiled_at_entry_(0h),_and_after_9_months_of_aerobic_training_(24_hrs_post-last_bout,_96_hrs_post_last_bout,_and_336h_(14_days)_de-training)._Included_also_are_pilot_expression_data_from_3_male_subjects."	"15347626"	"Public_on_Apr_08_2004"	"Homo_sapiens,!Sample_organism_ch1"	"PRJNA90215"	NA	"Expression_profiling_by_array"	"RNA"	"LC_ID_084_Male_Age_40_to_65__25_mg_Needle_biopsy_2_weeks,N/A"
"data/GSE21nnn/GSE21157/matrix/metadata.txt.gz"	"GSE21157"	"Adipocyte_differentiation_with_or_without_Bilberry_and_anthocyanidins"	"Metabolic_syndrome_is_an_important_public_concern_and_demand_for_effective_therapeutic_strategies._Abdominal_obesity,_especially_an_increase_in_the_visceral_adipose_tissue,_is_the_main_cause_of_this_syndrome._Flavonoids_are_expected_to_improve_risk_factors_for_metabolic_syndrome._Bilberry,_original_species_of_blueberry_containing_anthocyanidin_flavonoids_have_been_used_for_centuries_in_Europe_to_ameliorate_the_symptoms_of_diabetes,_but_their_effects_and_the_mechanisms_on_lipid_accumulation_of_adipocyte_cells_are_not_well_defined._In_the_present_study,_we_investigated_effects_of_the_Bilberry_extract_on_differentiation_of_adipocytes_using_3T3-L1_adipocyte_cell_line._Exposure_to_Bilberry_extract_during_the_early_period_of_adipogenesis_(6_days)_was_significantly_inhibited_adipocyte_differentiation_of_3T3-L1._During_this_period,_Bilberry_extract_greatly_down-regulated_the_mRNA_levels_of_the_key_adipogenesis-associated_markers_peroxisome_proliferator-activated_receptor-γ_(PPARγ)._Furthermore,_Bilberry_extract_significantly_decreased_expression_of_the_transcription_factor_Sterol_Regulatory_Element_Binding_Protein_1c_(SREBP1c),_which_plays_a_central_role_in_adipocyte_differentiation_including_the_induction_of_PPARγ._The_expression_of_SREBP1c_is_remarkably_enhanced_in_response_to_insulin,_thus_raises_the_possibility_that_Bilberry_extract_might_inhibit_the_Insulin_pathway._So,_We_investigated_whether_Billberry_extract_and_anthocyanidines_turned_the_insulin_signaling_pathway_using_microarray._As_a_result,_Gene_Set_Enrichment_Analysis_(GSEA)_shows_that_these_additives_turned_insulin_signaling_pathway_certainly."	"21385419"	"Public_on_Apr_01_2011"	"Mus_musculus"	"PRJNA126605"	NA	"Expression_profiling_by_array"	"RNA"	NA
"data/GSE21nnn/GSE21431/matrix/metadata.txt.gz"	"GSE21431"	"Differential_expression_of_genes_in_liver_of_mice_with_a_nonfunctional_helicase_domain_of_the_Wrn_protein_treated_with_resveratrol_compared_to_untreated_wild_type_mice."	"Werner_syndrome_(WS)_is_a_rare_disorder_characterized_by_the_premature_onset_of_a_number_of_age-related_diseases._The_gene_responsible_for_WS_is_believed_to_be_involved_in_different_aspects_of_transcription,_replication,_and/or_DNA_repair._We_generated_a_mouse_model_with_a_deletion_in_the_helicase_domain_of_the_murine_WRN_homologue_that_recapitulates_most_of_the_WS_phenotypes_including_an_abnormal_hyaluronic_acid_excretion,_higher_reactive_oxygen_species_(ROS)_levels,_increased_genomic_instability_and_cancer_incidence_resulting_in_a_10-15%_decreased_life_span_expectancy._In_addition,_WS_patients_and_Wrn_mutant_mice_show_hallmarks_of_a_metabolic_syndrome_including_premature_visceral_obesity,_hypertriglyceridemia,_insulin-resistant_diabetes_type_2_and_associated_cardiovascular_diseases._In_this_study,_we_compared_the_expression_profile_of_liver_tissues_from_9_months_old_Wrn_mutant_treated_with_a_standard_diet_supplemented_with_0.04%_resveratrol_and_wild_type_animals_fed_with_standard_diet_only._Resveratrol_is_a_calorie_restriction_mimetic._Gene_set_enrichment_analysis_of_the_microarray_data_indicated_that_reseveratrol-treated_Wrn_mutant_mice_exhibited_down-regulation_of_genes_normally_decreased_in_several_transgenic_mouse_models_of_hepatoma._In_addition,_resvratrol-treated_Wrn_mutant_mice_also_exhibited_a_decrease_in_the_expression_of_genes_involved_fatty_acid_metabolism_and_PPAR_signaling_pathways._Resvratrol-treated_Wrn_mutant_mice_also_increased_the_expression_of_genes_involved_in_steroid_and_cholesterol_biosynthesis,_xenobiotic_metabolisms_as_well_as_inflammation._Finally,_resveratrol_improved_insulin-resistance_and_the_hyperglycemia_but_had_no_impact_on_dyslipidemia_and_mean_life_span_of_Wrn_mutant_mice."	"20974729"	"Public_on_Oct_08_2010"	"Mus_musculus,!Sample_organism_ch2"	"PRJNA126351"	NA	"Expression_profiling_by_array"	"RNA"	"Differential_expression_of_genes_in_liver_of_mice_with_a_nonfunctional_helicase_domain_of_the_Wrn_protein_treated_with_resveratrol_compared_to_untreated_wild_type_mice._#1"
